res_id,age,ward_id,precinct_id,median_income,income_category,has_financial_barrier,property_value
09OPA1459000,66,22,6,88625.00,Higher Income ($75k+),False,967500.00
09OPA1852000,73,22,3,111705.00,Higher Income ($75k+),False,1116900.00
09OSY2248000,77,21,7,131206.00,Higher Income ($75k+),False,1555155.00
09PAA0549001,76,22,7,75366.00,Higher Income ($75k+),False,0.00
09PAE0662003,63,21,11,80556.00,Higher Income ($75k+),False,1302200.00
09PCE0955000,70,21,16,114271.00,Higher Income ($75k+),False,23858100.00
09PDH2453000,72,22,12,0,Low Income (<$50k),True,813300.00
09PDY2160000,65,22,1,45000.00,Low Income (<$50k),True,0.00
09PEN1961000,64,22,13,82125.00,Higher Income ($75k+),False,792900.00
09PGY1763000,62,21,16,114271.00,Higher Income ($75k+),False,0.00
09PIA0958000,67,21,13,80556.00,Higher Income ($75k+),False,
09PIL1061002,64,21,7,79000.00,Higher Income ($75k+),False,1744943.00
09PJA3060000,65,21,12,93326.00,Higher Income ($75k+),False,0.00
09PJN2442001,83,21,6,88625.00,Higher Income ($75k+),False,1171200.00
09PJS1555000,70,22,10,75366.00,Higher Income ($75k+),False,1117700.00
09PKA0850000,75,21,13,80556.00,Higher Income ($75k+),False,1214800.00
09PNN0646001,79,21,12,93326.00,Higher Income ($75k+),False,1628800.00
09PPP0353000,72,22,2,89479.00,Higher Income ($75k+),False,1169800.00
09PRA0452000,73,21,1,0,Low Income (<$50k),True,7398000.00
09PRA1945001,80,21,5,131206.00,Higher Income ($75k+),False,5406216.00
09PRM2828001,97,21,1,0,Low Income (<$50k),True,7398000.00
09PSN1947003,78,22,9,73403.00,Moderate Income ($50k-$75k),True,1167300.00
09PTA1447002,78,21,12,93326.00,Higher Income ($75k+),False,
09RAE0932000,93,22,10,92560.00,Higher Income ($75k+),False,1170900.00
09RAN1036000,89,21,9,46985.00,Low Income (<$50k),True,27373404.00
09RAW0251000,74,21,11,80556.00,Higher Income ($75k+),False,1233000.00
09RAY1648000,77,22,3,80556.00,Higher Income ($75k+),False,856700.00
09RBA1260001,65,21,9,81853.00,Higher Income ($75k+),False,9245098.00
09RBD1647000,78,21,13,80556.00,Higher Income ($75k+),False,16432500.00
09RDR0158000,67,22,11,75366.00,Higher Income ($75k+),False,962000.00
09RFE2941002,84,22,3,80556.00,Higher Income ($75k+),False,0.00
09RHA1127000,98,21,1,0,Low Income (<$50k),True,7398000.00
09RHE1254000,71,21,16,114271.00,Higher Income ($75k+),False,0.00
09RII0638000,87,21,7,46985.00,Low Income (<$50k),True,4541459.00
09RLA1346003,79,21,13,80556.00,Higher Income ($75k+),False,
09RLI0453003,72,21,15,151466.00,Higher Income ($75k+),False,3797300.00
09RMA0957000,68,21,7,46985.00,Low Income (<$50k),True,4541459.00
09RMD0726000,99,21,16,114271.00,Higher Income ($75k+),False,
09RML1354001,71,22,10,111705.00,Higher Income ($75k+),False,0.00
09RMN0153000,72,21,16,114271.00,Higher Income ($75k+),False,
09RMO2439000,86,22,10,111705.00,Higher Income ($75k+),False,1118900.00
09ROA0652003,73,21,15,151466.00,Higher Income ($75k+),False,3797300.00
09RPR1957000,68,21,6,46985.00,Low Income (<$50k),True,838700.00
09RRD0655000,70,22,3,80556.00,Higher Income ($75k+),False,774700.00
09RRY0349000,76,21,10,60060.00,Moderate Income ($50k-$75k),True,0.00
09RSN0758003,67,21,5,131206.00,Higher Income ($75k+),False,0.00
09RST2362001,63,21,16,114271.00,Higher Income ($75k+),False,0.00
09RTA2660000,65,22,12,111705.00,Higher Income ($75k+),False,1157600.00
09SAA1556000,69,22,13,82125.00,Higher Income ($75k+),False,949500.00
09SAA2141002,84,21,13,80556.00,Higher Income ($75k+),False,
09SAN1340000,85,22,6,88625.00,Higher Income ($75k+),False,892800.00
09SBA0854001,71,22,1,97877.00,Higher Income ($75k+),False,591100.00
09SCE1548002,77,22,8,92560.00,Higher Income ($75k+),False,895600.00
09SCE2858000,67,21,16,114271.00,Higher Income ($75k+),False,23858100.00
09SCE2862003,63,22,2,89479.00,Higher Income ($75k+),False,1535900.00
09SEA0635000,90,22,1,89479.00,Higher Income ($75k+),False,1296200.00
09SGH2756001,69,22,9,73403.00,Moderate Income ($50k-$75k),True,1562500.00
09SGL2960000,65,21,11,80556.00,Higher Income ($75k+),False,1284700.00
09SHY0245000,80,22,4,82125.00,Higher Income ($75k+),False,0.00
09SHY1059000,66,22,13,82125.00,Higher Income ($75k+),False,995500.00
09SIA2039001,86,22,11,75366.00,Higher Income ($75k+),False,4192700.00
09SIA3045000,80,21,9,46985.00,Low Income (<$50k),True,3276900.00
09SJE0361001,64,21,7,131206.00,Higher Income ($75k+),False,1555155.00
09SKN1556002,69,22,2,89479.00,Higher Income ($75k+),False,1090700.00
09SKN1646000,79,22,7,75366.00,Higher Income ($75k+),False,908700.00
09SKY1554000,71,22,3,88625.00,Higher Income ($75k+),False,858200.00
09SLE0956002,69,22,3,88625.00,Higher Income ($75k+),False,9301700.00
09SLI1552000,73,22,7,92560.00,Higher Income ($75k+),False,708600.00
09SML1257000,68,22,9,73403.00,Moderate Income ($50k-$75k),True,0.00
09SML1530000,95,21,12,93326.00,Higher Income ($75k+),False,
09SMY1247004,78,21,11,80556.00,Higher Income ($75k+),False,1085900.00
09SMY2055000,70,21,11,80556.00,Higher Income ($75k+),False,5379000.00
09SMY2239000,86,22,3,111705.00,Higher Income ($75k+),False,1661000.00
09SPE2446001,79,21,13,151466.00,Higher Income ($75k+),False,0.00
09SPS2649000,76,22,11,82125.00,Higher Income ($75k+),False,570000.00
09SRA2029001,96,21,13,80556.00,Higher Income ($75k+),False,
09SRA2541003,84,21,14,93326.00,Higher Income ($75k+),False,1490000.00
09SRA2641000,84,21,12,0,Low Income (<$50k),True,
09SRT0945000,80,21,13,80556.00,Higher Income ($75k+),False,5208368.00
09SRT2653000,72,21,14,93326.00,Higher Income ($75k+),False,7618800.00
09SSD2657000,68,21,4,53824.00,Moderate Income ($50k-$75k),True,755600.00
09SSI1057000,68,21,9,79000.00,Higher Income ($75k+),False,5992800.00
09SSN0361000,64,22,7,82125.00,Higher Income ($75k+),False,0.00
09SSN1336003,89,21,12,0,Low Income (<$50k),True,
09SSY1851000,74,22,9,73403.00,Moderate Income ($50k-$75k),True,0.00
09STR1363000,62,22,3,88625.00,Higher Income ($75k+),False,855100.00
09SVA2661000,64,22,7,75366.00,Higher Income ($75k+),False,750800.00
09SVY2239000,86,21,13,80556.00,Higher Income ($75k+),False,
09SWG2549001,76,21,13,151466.00,Higher Income ($75k+),False,1323300.00
09SWM0453001,72,21,13,80556.00,Higher Income ($75k+),False,16432500.00
09SWM1257000,68,21,1,0,Low Income (<$50k),True,10577500.00
09SWN0852003,73,21,13,80556.00,Higher Income ($75k+),False,
09SYA1931000,94,21,13,80556.00,Higher Income ($75k+),False,
09SYM2937000,88,21,9,46985.00,Low Income (<$50k),True,26902496.00
09TAA1349002,76,22,7,75366.00,Higher Income ($75k+),False,961500.00
09TAA1845000,80,22,9,0,Low Income (<$50k),True,974500.00
09TAL1157000,68,21,12,0,Low Income (<$50k),True,
09TBG1261000,64,21,7,131206.00,Higher Income ($75k+),False,0.00
09THH0752001,73,22,1,45000.00,Low Income (<$50k),True,865500.00
09TKH2556000,69,21,13,80556.00,Higher Income ($75k+),False,
09TMA0249000,76,21,12,0,Low Income (<$50k),True,
09TRD2257000,68,21,1,0,Low Income (<$50k),True,927400.00
09TRT2651000,74,21,13,80556.00,Higher Income ($75k+),False,5208368.00
09TSN0855001,70,21,13,80556.00,Higher Income ($75k+),False,
09TSN1153000,72,22,1,45000.00,Low Income (<$50k),True,1015900.00
09TSO0932001,93,22,9,73403.00,Moderate Income ($50k-$75k),True,1284600.00
09TTU2758000,67,21,1,0,Low Income (<$50k),True,7398000.00
09TVA2829000,96,22,2,45000.00,Low Income (<$50k),True,0.00
09ULA2941000,84,21,10,60060.00,Moderate Income ($50k-$75k),True,0.00
09VAA1063000,62,22,12,111705.00,Higher Income ($75k+),False,1051200.00
09VAA2049000,76,22,2,45000.00,Low Income (<$50k),True,746600.00
09VDG1358000,67,22,11,75366.00,Higher Income ($75k+),False,702600.00
09VIA0245000,80,21,7,131206.00,Higher Income ($75k+),False,1555155.00
09VJA0938000,87,21,9,46985.00,Low Income (<$50k),True,26902496.00
09VJE2056000,69,21,10,60060.00,Moderate Income ($50k-$75k),True,3669000.00
09VLA1837001,88,21,13,80556.00,Higher Income ($75k+),False,
09VMA1958000,67,21,1,0,Low Income (<$50k),True,0.00
09VMK1662002,63,21,10,60060.00,Moderate Income ($50k-$75k),True,0.00
09VNA2148000,77,22,12,111705.00,Higher Income ($75k+),False,692100.00
09VSN1344000,81,21,3,116793.00,Higher Income ($75k+),False,4283800.00
09VVR1856001,69,22,2,33229.00,Low Income (<$50k),True,1125100.00
09WAE1054004,71,21,7,46985.00,Low Income (<$50k),True,4840926.00
09WAE1956002,69,21,13,80556.00,Higher Income ($75k+),False,
09WAE2653000,72,21,9,81853.00,Higher Income ($75k+),False,14228402.00
09WBE0656000,69,22,7,82125.00,Higher Income ($75k+),False,0.00
09WCG0252000,73,22,2,89479.00,Higher Income ($75k+),False,0.00
09WCR1762001,63,21,9,79000.00,Higher Income ($75k+),False,0.00
09WDA2457000,68,22,10,75366.00,Higher Income ($75k+),False,724600.00
09WDN2847000,78,22,11,75366.00,Higher Income ($75k+),False,709800.00
09WGY2351000,74,21,3,116793.00,Higher Income ($75k+),False,2358500.00
09WHG0549000,76,21,13,80556.00,Higher Income ($75k+),False,
09WHT0646002,79,21,13,80556.00,Higher Income ($75k+),False,1036300.00
09WJE0244000,81,22,11,82125.00,Higher Income ($75k+),False,599400.00
09WJE0726000,99,21,16,114271.00,Higher Income ($75k+),False,1047900.00
09WLA1242001,83,22,9,73403.00,Moderate Income ($50k-$75k),True,1438500.00
09WLA2263002,62,22,4,82125.00,Higher Income ($75k+),False,904800.00
09WLD2563001,62,21,14,93326.00,Higher Income ($75k+),False,1313500.00
09WMA0162000,63,21,16,114271.00,Higher Income ($75k+),False,579200.00
09WME0251000,74,21,12,93326.00,Higher Income ($75k+),False,
09WML0454000,71,22,11,75366.00,Higher Income ($75k+),False,4192700.00
09WQU1142001,83,21,13,80556.00,Higher Income ($75k+),False,
09WRT3063001,62,21,9,81853.00,Higher Income ($75k+),False,22807000.00
09WSL2648000,77,22,12,111705.00,Higher Income ($75k+),False,1153800.00
09WSU0942000,83,22,6,88625.00,Higher Income ($75k+),False,1133400.00
09WTA1747001,78,22,7,75366.00,Higher Income ($75k+),False,1086100.00
09WXU1944002,81,21,13,80556.00,Higher Income ($75k+),False,
09WZU2945001,80,21,13,80556.00,Higher Income ($75k+),False,16432500.00
09YBN2338000,87,21,13,80556.00,Higher Income ($75k+),False,
09YCA0752000,73,22,11,75366.00,Higher Income ($75k+),False,990300.00
09YCE1654000,71,22,8,92560.00,Higher Income ($75k+),False,1004700.00
09YHN0249000,76,22,9,73403.00,Moderate Income ($50k-$75k),True,1275400.00
09YJS2050001,75,22,9,73403.00,Moderate Income ($50k-$75k),True,1275400.00
09YLI1862001,63,21,3,116793.00,Higher Income ($75k+),False,1379200.00
09YPL2258000,67,21,11,80556.00,Higher Income ($75k+),False,1362700.00
09YSK1935000,90,21,5,131206.00,Higher Income ($75k+),False,1029100.00
09YSU1935001,90,21,5,131206.00,Higher Income ($75k+),False,1029100.00
09YXN1939001,86,21,13,80556.00,Higher Income ($75k+),False,
09YXO2254001,71,22,2,89479.00,Higher Income ($75k+),False,0.00
09ZAR1158000,67,21,4,53824.00,Moderate Income ($50k-$75k),True,0.00
09ZAU2848000,77,21,13,80556.00,Higher Income ($75k+),False,
09ZGA3037003,88,21,13,80556.00,Higher Income ($75k+),False,
09ZHG1263000,62,22,4,82125.00,Higher Income ($75k+),False,0.00
09ZJN2862000,63,21,8,79000.00,Higher Income ($75k+),False,1087300.00
09ZLA2745000,80,21,13,80556.00,Higher Income ($75k+),False,
09ZLA2753000,72,22,6,88625.00,Higher Income ($75k+),False,0.00
09ZLA2949000,76,21,8,79000.00,Higher Income ($75k+),False,2747746.00
09ZRA2560000,65,21,10,60060.00,Moderate Income ($50k-$75k),True,0.00
09ZTA2661001,64,22,2,45000.00,Low Income (<$50k),True,1259800.00
09ZVA1539003,86,21,13,80556.00,Higher Income ($75k+),False,
09ZZG0250000,75,21,13,80556.00,Higher Income ($75k+),False,
10ABA1141000,84,22,13,82125.00,Higher Income ($75k+),False,2211398.00
10AEO2550000,75,22,10,75366.00,Higher Income ($75k+),False,1108200.00
10AIR3151003,74,22,11,82125.00,Higher Income ($75k+),False,0.00
10AJN0561000,64,21,11,80556.00,Higher Income ($75k+),False,0.00
10AJN2844002,81,22,8,92560.00,Higher Income ($75k+),False,1207800.00
10ALA1361000,64,22,9,73403.00,Moderate Income ($50k-$75k),True,0.00
10AMA2159000,66,21,7,131206.00,Higher Income ($75k+),False,1874932.00
10AME1942000,82,22,1,45000.00,Low Income (<$50k),True,697400.00
10AMX1961000,64,22,10,111705.00,Higher Income ($75k+),False,1143300.00
10ANK2547000,78,21,12,0,Low Income (<$50k),True,
10ASA0733000,92,21,10,60060.00,Moderate Income ($50k-$75k),True,0.00
10ASY2557001,68,21,2,0,Low Income (<$50k),True,1517300.00
10AWM1853000,72,22,6,88625.00,Higher Income ($75k+),False,1179700.00
10BAA1456000,69,21,12,93326.00,Higher Income ($75k+),False,
10BCE1158000,67,22,3,111705.00,Higher Income ($75k+),False,0.00
10BCS0962001,63,22,13,82125.00,Higher Income ($75k+),False,1273100.00
10BDD2662001,63,21,8,79000.00,Higher Income ($75k+),False,3608300.00
10BED0538000,87,22,6,88625.00,Higher Income ($75k+),False,532300.00
10BEH2552000,73,21,13,80556.00,Higher Income ($75k+),False,
10BEL1633000,92,21,10,60060.00,Moderate Income ($50k-$75k),True,
10BHG2260000,65,22,8,92560.00,Higher Income ($75k+),False,1157400.00
10BJE1730001,95,22,12,111705.00,Higher Income ($75k+),False,896300.00
10BJN0854000,71,22,4,92560.00,Higher Income ($75k+),False,729100.00
10BJN2560003,65,21,1,0,Low Income (<$50k),True,1947800.00
10BJY3146001,79,21,16,114271.00,Higher Income ($75k+),False,
10BLA1037001,88,21,12,93326.00,Higher Income ($75k+),False,
10BLE0659000,66,21,10,81853.00,Higher Income ($75k+),False,8269891.00
10BLS2946000,79,21,8,79000.00,Higher Income ($75k+),False,1174400.00
10BMA1352001,73,21,13,80556.00,Higher Income ($75k+),False,5208368.00
10BML0962001,63,22,12,111705.00,Higher Income ($75k+),False,896300.00
10BMY2333000,92,21,11,80556.00,Higher Income ($75k+),False,1038200.00
10BRA1232000,93,21,9,46985.00,Low Income (<$50k),True,27373404.00
10BRD0341001,84,21,9,81853.00,Higher Income ($75k+),False,22807000.00
10BRT1249000,76,21,13,80556.00,Higher Income ($75k+),False,887100.00
10BSN1428000,97,21,13,80556.00,Higher Income ($75k+),False,
10BSN2458002,67,21,10,81853.00,Higher Income ($75k+),False,7157407.00
10BTA2257000,68,21,10,60060.00,Moderate Income ($50k-$75k),True,0.00
10BVR2747000,78,21,9,81853.00,Higher Income ($75k+),False,22807000.00
10BYA1632000,93,21,13,80556.00,Higher Income ($75k+),False,
10CAA2363000,62,22,12,0,Low Income (<$50k),True,1228600.00
10CAE0760000,65,22,10,111705.00,Higher Income ($75k+),False,1209500.00
10CAN1657000,68,22,4,92560.00,Higher Income ($75k+),False,683700.00
10CBA1342004,83,21,15,151466.00,Higher Income ($75k+),False,2976000.00
10CBD2060000,65,21,7,131206.00,Higher Income ($75k+),False,0.00
10CCG1363001,62,22,1,45000.00,Low Income (<$50k),True,1152400.00
10CCI0448000,77,21,10,81853.00,Higher Income ($75k+),False,8153471.00
10CDA1853000,72,21,10,81853.00,Higher Income ($75k+),False,8153471.00
10CDD1860000,65,21,10,60060.00,Moderate Income ($50k-$75k),True,3172219.00
10CDS0736000,89,21,13,80556.00,Higher Income ($75k+),False,1123900.00
10CEC0960000,65,22,12,0,Low Income (<$50k),True,1228600.00
10CFO2341000,84,22,1,45000.00,Low Income (<$50k),True,1007500.00
10CHI0638000,87,21,13,80556.00,Higher Income ($75k+),False,
10CJH0159000,66,22,2,89479.00,Higher Income ($75k+),False,1795600.00
10CJH1731000,94,22,4,92560.00,Higher Income ($75k+),False,697000.00
10CJH1938001,87,22,3,111705.00,Higher Income ($75k+),False,600900.00
10CJN0447000,78,21,12,93326.00,Higher Income ($75k+),False,
10CKA3150000,75,22,13,82125.00,Higher Income ($75k+),False,1119700.00
10CKG3051000,74,22,3,88625.00,Higher Income ($75k+),False,535400.00
10CKI1949000,76,21,11,80556.00,Higher Income ($75k+),False,990200.00
10CLA1341002,84,22,3,80556.00,Higher Income ($75k+),False,1016900.00
10CLA1650002,75,21,13,80556.00,Higher Income ($75k+),False,
10CLA3048000,77,22,7,75366.00,Higher Income ($75k+),False,840800.00
10CLE2334000,91,21,8,79000.00,Higher Income ($75k+),False,1148700.00
10CMG0137000,88,21,13,80556.00,Higher Income ($75k+),False,
10CML0155010,62,21,10,60060.00,Moderate Income ($50k-$75k),True,0.00
10CML3049004,76,22,7,75366.00,Higher Income ($75k+),False,932700.00
10CMO1630000,95,21,13,80556.00,Higher Income ($75k+),False,
10CMU0731000,94,21,13,80556.00,Higher Income ($75k+),False,
10CMY1027000,98,22,10,0,Low Income (<$50k),True,855700.00
10CPA2252000,73,21,13,80556.00,Higher Income ($75k+),False,5208368.00
10CPL0854000,71,21,5,131206.00,Higher Income ($75k+),False,0.00
10CRD0254000,71,22,12,111705.00,Higher Income ($75k+),False,979700.00
10CRD0553002,72,21,16,114271.00,Higher Income ($75k+),False,23858100.00
10CRO0859000,66,21,10,60060.00,Moderate Income ($50k-$75k),True,
10CSE1956001,69,22,6,88625.00,Higher Income ($75k+),False,1069100.00
10CSN0647000,78,22,4,92560.00,Higher Income ($75k+),False,605800.00
10CST3163000,62,22,2,45000.00,Low Income (<$50k),True,785700.00
10CSU0740001,85,21,13,80556.00,Higher Income ($75k+),False,
10CTA1654000,71,21,7,46985.00,Low Income (<$50k),True,1461900.00
10CTE0934000,91,21,10,60060.00,Moderate Income ($50k-$75k),True,
10CTG1044000,81,21,13,80556.00,Higher Income ($75k+),False,1308000.00
10CWI2261000,64,21,11,80556.00,Higher Income ($75k+),False,1033800.00
10CWM0558000,67,22,12,111705.00,Higher Income ($75k+),False,1084500.00
10CYN0562000,63,21,13,80556.00,Higher Income ($75k+),False,
10CZA2356001,69,21,11,80556.00,Higher Income ($75k+),False,1505800.00
10CZN1438001,87,21,8,79000.00,Higher Income ($75k+),False,2747746.00
10DAA0558000,67,21,16,114271.00,Higher Income ($75k+),False,6002700.00
10DBA0135000,90,21,10,60060.00,Moderate Income ($50k-$75k),True,3172219.00
10DCE2245000,80,21,1,0,Low Income (<$50k),True,17305400.00
10DCN0641000,84,22,9,73403.00,Moderate Income ($50k-$75k),True,0.00
10DDD1153001,72,22,11,75366.00,Higher Income ($75k+),False,777400.00
10DDD2058001,67,21,10,80556.00,Higher Income ($75k+),False,5942100.00
10DDY1061000,64,22,1,45000.00,Low Income (<$50k),True,865500.00
10DEA1630000,95,21,12,93326.00,Higher Income ($75k+),False,
10DED1551000,74,21,15,114271.00,Higher Income ($75k+),False,1373700.00
10DEH0346000,79,21,14,93326.00,Higher Income ($75k+),False,0.00
10DEO2128000,97,22,13,82125.00,Higher Income ($75k+),False,824500.00
10DJE2341000,84,22,2,89479.00,Higher Income ($75k+),False,1089300.00
10DJH0145000,80,21,11,80556.00,Higher Income ($75k+),False,931700.00
10DLE0660000,65,21,12,0,Low Income (<$50k),True,
10DLN0361000,64,22,2,89479.00,Higher Income ($75k+),False,1244500.00
10DME3049000,76,22,12,111705.00,Higher Income ($75k+),False,862400.00
10DOA0532000,93,22,11,75366.00,Higher Income ($75k+),False,1347600.00
10DPL2953001,72,22,1,45000.00,Low Income (<$50k),True,0.00
10DPR0563001,62,21,1,0,Low Income (<$50k),True,5695100.00
10DRD1056003,69,21,13,80556.00,Higher Income ($75k+),False,1227100.00
10DRD1839001,86,21,13,80556.00,Higher Income ($75k+),False,
10DRH2751001,74,22,3,88625.00,Higher Income ($75k+),False,1470600.00
10DRT2047001,78,22,2,89479.00,Higher Income ($75k+),False,1535900.00
10DRY1544003,81,21,13,80556.00,Higher Income ($75k+),False,
10DTN0756002,69,21,11,80556.00,Higher Income ($75k+),False,1086000.00
10DWI2346000,79,22,7,75366.00,Higher Income ($75k+),False,1219500.00
10DYA3034000,91,21,10,81853.00,Higher Income ($75k+),False,8153471.00
10DYE0158000,67,21,1,0,Low Income (<$50k),True,7398000.00
10ECS2960000,65,21,10,81853.00,Higher Income ($75k+),False,29888500.00
10ELA1863001,62,21,9,46985.00,Low Income (<$50k),True,1176200.00
10EML0853000,72,22,2,45000.00,Low Income (<$50k),True,1130000.00
10EMN1757000,68,22,8,92560.00,Higher Income ($75k+),False,1192700.00
10ESE2344000,81,21,12,0,Low Income (<$50k),True,
10ESY1363000,62,22,13,82125.00,Higher Income ($75k+),False,995500.00
10ETA1549000,76,22,11,82125.00,Higher Income ($75k+),False,921600.00
10FAT1148001,77,21,1,0,Low Income (<$50k),True,2874700.00
10FAY0837000,88,21,10,60060.00,Moderate Income ($50k-$75k),True,0.00
10FCE2663000,62,21,13,80556.00,Higher Income ($75k+),False,
10FCF0557000,68,22,8,92560.00,Higher Income ($75k+),False,1086300.00
10FCN0850001,75,22,3,111705.00,Higher Income ($75k+),False,1662800.00
10FDA0755002,70,21,6,46985.00,Low Income (<$50k),True,5956900.00
10FEA0450001,75,21,12,93326.00,Higher Income ($75k+),False,8237900.00
10FJN2861001,64,22,13,82125.00,Higher Income ($75k+),False,1118700.00
10FKE0662000,63,22,12,111705.00,Higher Income ($75k+),False,1350200.00
10FKY1059000,66,21,5,131206.00,Higher Income ($75k+),False,0.00
10FMA0560001,65,21,13,80556.00,Higher Income ($75k+),False,1105100.00
10FMA1949001,76,21,16,114271.00,Higher Income ($75k+),False,1115600.00
10FME0663000,62,21,7,131206.00,Higher Income ($75k+),False,1555155.00
10FNL1463000,62,21,12,0,Low Income (<$50k),True,
10FNL2859002,66,21,7,131206.00,Higher Income ($75k+),False,718200.00
10FNY2045000,80,22,9,73403.00,Moderate Income ($50k-$75k),True,2621100.00
10FPA1055000,70,22,11,75366.00,Higher Income ($75k+),False,757700.00
10FSA0239000,86,22,9,73403.00,Moderate Income ($50k-$75k),True,900200.00
10GAA1744000,81,21,12,93326.00,Higher Income ($75k+),False,1324600.00
10GBA2826000,99,21,13,80556.00,Higher Income ($75k+),False,
10GBV0763001,62,21,13,80556.00,Higher Income ($75k+),False,
10GCA0438000,87,22,5,33229.00,Low Income (<$50k),True,0.00
10GCG1745000,80,21,9,46985.00,Low Income (<$50k),True,1120100.00
10GCL2554000,71,22,2,33229.00,Low Income (<$50k),True,1036900.00
10GDL0454001,71,22,11,75366.00,Higher Income ($75k+),False,1130000.00
10GDN1260005,65,21,15,151466.00,Higher Income ($75k+),False,0.00
10GDS3153000,72,21,13,80556.00,Higher Income ($75k+),False,720600.00
10GED0552000,73,22,7,75366.00,Higher Income ($75k+),False,1062700.00
10GGA2060000,65,22,2,33229.00,Low Income (<$50k),True,1065000.00
10GGA2447004,78,21,9,46985.00,Low Income (<$50k),True,27373404.00
10GGE0361002,64,21,10,81853.00,Higher Income ($75k+),False,7157407.00
10GIA2663000,62,21,14,114271.00,Higher Income ($75k+),False,3831600.00
10GJE2951001,74,22,12,33229.00,Low Income (<$50k),True,1078300.00
10GJN1038001,87,21,10,60060.00,Moderate Income ($50k-$75k),True,774200.00
10GKA0437000,88,21,12,93326.00,Higher Income ($75k+),False,
10GMA2359000,66,21,7,79000.00,Higher Income ($75k+),False,1744943.00
10GML1463000,62,21,4,53824.00,Moderate Income ($50k-$75k),True,1208900.00
10GMN1750000,75,22,9,73403.00,Moderate Income ($50k-$75k),True,870800.00
10GMW1050002,75,21,13,80556.00,Higher Income ($75k+),False,
10GNA1750003,75,21,13,80556.00,Higher Income ($75k+),False,
10GSR2261001,64,22,2,45000.00,Low Income (<$50k),True,536200.00
10GTA1146000,79,21,15,151466.00,Higher Income ($75k+),False,15726100.00
10GTY2937000,88,22,9,73403.00,Moderate Income ($50k-$75k),True,1266300.00
10GVE1648000,77,21,1,0,Low Income (<$50k),True,17305400.00
10GWM1748001,77,22,5,33229.00,Low Income (<$50k),True,1221800.00
10GYG1344000,81,21,13,80556.00,Higher Income ($75k+),False,
10HAA0161000,64,22,10,111705.00,Higher Income ($75k+),False,741000.00
10HAG0434002,91,21,13,80556.00,Higher Income ($75k+),False,
10HAH0547000,78,21,7,46985.00,Low Income (<$50k),True,4840926.00
10HAW2961000,64,21,12,93326.00,Higher Income ($75k+),False,1925000.00
10HBI1361000,64,21,13,80556.00,Higher Income ($75k+),False,16432500.00
10HCE0442000,83,22,6,88625.00,Higher Income ($75k+),False,658500.00
10HCE0953000,72,22,2,89479.00,Higher Income ($75k+),False,0.00
10HGE1360000,64,22,4,82125.00,Higher Income ($75k+),False,831000.00
10HGO0463001,62,22,1,45000.00,Low Income (<$50k),True,0.00
10HJN0542000,83,22,3,111705.00,Higher Income ($75k+),False,1661000.00
10HJN1743001,82,21,10,81853.00,Higher Income ($75k+),False,8153471.00
10HJS0559000,66,21,15,151466.00,Higher Income ($75k+),False,10286400.00
10HLY1446000,79,21,16,114271.00,Higher Income ($75k+),False,1562800.00
10HMA1659000,66,22,11,82125.00,Higher Income ($75k+),False,737800.00
10HME0748000,77,21,11,80556.00,Higher Income ($75k+),False,1100800.00
10HMS2045000,80,21,10,60060.00,Moderate Income ($50k-$75k),True,
10HMW2062001,63,22,2,89479.00,Higher Income ($75k+),False,1047800.00
10HPL2658000,67,22,1,45000.00,Low Income (<$50k),True,1193400.00
10HPN1158000,67,21,1,0,Low Income (<$50k),True,1909900.00
10HRD2747000,78,22,6,88625.00,Higher Income ($75k+),False,989900.00
10HRT2347000,78,21,10,60060.00,Moderate Income ($50k-$75k),True,0.00
10HSG1560000,65,21,12,93326.00,Higher Income ($75k+),False,0.00
10HSN1856002,69,21,4,53824.00,Moderate Income ($50k-$75k),True,1717600.00
10HTA0533000,92,22,9,73403.00,Moderate Income ($50k-$75k),True,1212400.00
10HTY1063006,62,21,13,80556.00,Higher Income ($75k+),False,1101000.00
10IGE1443000,82,22,10,111705.00,Higher Income ($75k+),False,977100.00
10JCE0352000,73,21,12,0,Low Income (<$50k),True,
10JFS2444003,81,22,4,92560.00,Higher Income ($75k+),False,719100.00
10JJH1454000,71,21,8,79000.00,Higher Income ($75k+),False,0.00
10JNY1057000,68,22,11,82125.00,Higher Income ($75k+),False,991900.00
10JRA1354002,71,21,12,0,Low Income (<$50k),True,
10JWA1362000,63,21,9,81853.00,Higher Income ($75k+),False,22807000.00
10JWE2146000,79,22,11,82125.00,Higher Income ($75k+),False,0.00
10KBS2235002,90,21,10,60060.00,Moderate Income ($50k-$75k),True,0.00
10KCS2156000,69,21,13,80556.00,Higher Income ($75k+),False,5208368.00
10KDE1443000,82,22,9,73403.00,Moderate Income ($50k-$75k),True,1211700.00
10KDL2861002,64,21,13,80556.00,Higher Income ($75k+),False,
10KEA0535000,90,21,9,46985.00,Low Income (<$50k),True,27373404.00
10KED0763000,78,21,9,46985.00,Low Income (<$50k),True,27373404.00
10KEH1949000,76,22,10,92560.00,Higher Income ($75k+),False,723900.00
10KEM0927002,98,21,12,93326.00,Higher Income ($75k+),False,
10KHY2549000,76,21,8,79000.00,Higher Income ($75k+),False,2816100.00
10KIA1249000,76,22,4,92560.00,Higher Income ($75k+),False,650400.00
10KIA2539000,86,21,1,0,Low Income (<$50k),True,7398000.00
